doc_id,doc2people_id,person_display_name,role,person_id
Carte_Turche_913,PersonDocumentRelation0321,Delvine Kadısı,Addressee,Person_550
Carte_Turche_914,PersonDocumentRelation0322,Bosna Defterdarı,Addressee,Person_538
Carte_Turche_920,PersonDocumentRelation0323,"Abdürrahim, kadı of Selanik",Undefined,Person_436
Carte_Turche_921,PersonDocumentRelation0324,Ali Çavuş,Mentioned,Person_496
Carte_Turche_99,PersonDocumentRelation0325,Yusuf Ağa,Mentioned,Person_485
Copy_of_Documents-Zadar_14,PersonDocumentRelation0326,Atlagic,Undefined,Person_516
Copy_of_Documents-Zadar_20,PersonDocumentRelation0327,Atlagic,Author-issuer,Person_516
Copy_of_Documents-Zadar_29,PersonDocumentRelation0328,Atlagic,Author-issuer,Person_516
Copy_of_Documents-Zadar_32,PersonDocumentRelation0329,Atlagic,Author-issuer,Person_516
Copy_of_Documents-Zadar_34,PersonDocumentRelation0330,Atlagic,Author-issuer,Person_516
Copy_of_Documents-Zadar_44,PersonDocumentRelation0331,Ahmetovic,Author-issuer,Person_469
Copy_of_Documents-Zadar_55,PersonDocumentRelation0332,Atlagic,Author-issuer,Person_516
Copy_of_Documents-Zadar_66,PersonDocumentRelation0333,Atlagic,Author-issuer,Person_516
Copy_of_Documents-Zadar_70,PersonDocumentRelation0334,Atlagic,Author-issuer,Person_516
Copy_of_Documents-Zadar_75,PersonDocumentRelation0335,Ahmed-beg,Undefined,Person_467
Copy_of_Documents-Zadar_75,PersonDocumentRelation0336,Atlagic,Author-issuer,Person_516
Copy_of_Documents-Zadar_83,PersonDocumentRelation0337,Agostini,Author-issuer,Person_453
doc_dragoman_venetian_archive_002,PersonDocumentRelation0338,"Grillo, Ambrogio",Undefined,Person_194
doc_dragoman_venetian_archive_003,PersonDocumentRelation0339,"Fortis, Giacomo (I)",Undefined,Person_164
doc_dragoman_venetian_archive_005,PersonDocumentRelation0340,Gioveni,Undefined,Person_181
doc_dragoman_venetian_archive_005,PersonDocumentRelation0341,"Salvago, Steffano ",Undefined,Person_409
doc_dragoman_venetian_archive_005,PersonDocumentRelation0342,"Grillo, Gianesino ",Undefined,Person_410
doc_dragoman_venetian_archive_005,PersonDocumentRelation0343,"Borisi, Ambroso",Undefined,Person_411
doc_dragoman_venetian_archive_005,PersonDocumentRelation0344,"Salvago, Marc’Antonio",Undefined,Person_412
doc_dragoman_venetian_archive_005,PersonDocumentRelation0345,"Navon, Giuliano ",Undefined,Person_413
doc_dragoman_venetian_archive_005,PersonDocumentRelation0346,Tommso q. Pasqua Alberti,Undefined,Person_414
doc_dragoman_venetian_archive_005,PersonDocumentRelation0347,Girolamo [Nicolihi] “Raguseo”,Undefined,Person_415
doc_dragoman_venetian_archive_005,PersonDocumentRelation0348,Simon de Pietro,Undefined,Person_416
doc_dragoman_venetian_archive_006,PersonDocumentRelation0349,"Navon, Pasqual (I)",Undefined,Person_265
doc_dragoman_venetian_archive_007,PersonDocumentRelation0350,"Navon, Pasqual (I)",Undefined,Person_265
doc_dragoman_venetian_archive_008,PersonDocumentRelation0351,"Navon, Pasqual (I)",Undefined,Person_265
doc_dragoman_venetian_archive_009,PersonDocumentRelation0352,"Giuliano, Antonio ",Undefined,Person_417
doc_dragoman_venetian_archive_010,PersonDocumentRelation0353,"Borisi, Marc'antonio ",mentioned,Person_050
doc_dragoman_venetian_archive_011,PersonDocumentRelation0354,"Salvago, Mateca",Undefined,Person_317
doc_dragoman_venetian_archive_012,PersonDocumentRelation0355,"Salvago, Mateca",Undefined,Person_317
doc_dragoman_venetian_archive_013,PersonDocumentRelation0356,"Salvago, Zenesino",Undefined,Person_418
doc_dragoman_venetian_archive_014,PersonDocumentRelation0357,"Salvago, Gianesin (I)",Undefined,Person_312
doc_dragoman_venetian_archive_015,PersonDocumentRelation0358,"Salvago, Mateca",Undefined,Person_317
doc_dragoman_venetian_archive_016,PersonDocumentRelation0359,"Salvago, Zenesino",Undefined,Person_418
doc_dragoman_venetian_archive_017,PersonDocumentRelation0360,"Salvago, Zenesino",Undefined,Person_418
doc_dragoman_venetian_archive_018,PersonDocumentRelation0361,Ibrahim Bei,Undefined,Person_419
doc_dragoman_venetian_archive_020,PersonDocumentRelation0362,"Abendana, Beniamin",Undefined,Person_441
doc_dragoman_venetian_archive_021,PersonDocumentRelation0363,"Aggiondrite, Zuanne",Undefined,Person_004
doc_dragoman_venetian_archive_023,PersonDocumentRelation0364,"Alberti, Girolamo",Undefined,Person_006
doc_dragoman_venetian_archive_024,PersonDocumentRelation0365,"Alberti, Girolamo",Undefined,Person_006
doc_dragoman_venetian_archive_025,PersonDocumentRelation0366,"Alberti, Girolamo",Undefined,Person_006
doc_dragoman_venetian_archive_026,PersonDocumentRelation0367,"Alberti, Girolamo",Undefined,Person_006
doc_dragoman_venetian_archive_026,PersonDocumentRelation0368,"Nores, Giacomo de",Undefined,Person_273
doc_dragoman_venetian_archive_027,PersonDocumentRelation0369,"Alberti, Girolamo",Translator,Person_006
doc_dragoman_venetian_archive_028,PersonDocumentRelation0370,"Alberti, Girolamo",Undefined,Person_006
doc_dragoman_venetian_archive_029,PersonDocumentRelation0371,"Alessandri, Vicenzo",Undefined,Person_480
doc_dragoman_venetian_archive_030,PersonDocumentRelation0372,"Alessandri, Vicenzo",Undefined,Person_480
doc_dragoman_venetian_archive_030,PersonDocumentRelation0373,"Fontana, Lodovico",Undefined,Person_161
doc_dragoman_venetian_archive_031,PersonDocumentRelation0374,"Alessandri, Vicenzo",Undefined,Person_480
doc_dragoman_venetian_archive_031,PersonDocumentRelation0375,"Marucini, Mattio",Undefined,Person_481
doc_dragoman_venetian_archive_033,PersonDocumentRelation0376,"Ambrosio, Filippo de",Undefined,Person_009
doc_dragoman_venetian_archive_035,PersonDocumentRelation0377,"Armadani, Manoli",Undefined,Person_013
doc_dragoman_venetian_archive_036,PersonDocumentRelation0378,"Fortis, Pietro",Mentioned,Person_166
doc_dragoman_venetian_archive_050,PersonDocumentRelation0379,"Armeno, Zorzi",Undefined,Person_515
doc_dragoman_venetian_archive_051,PersonDocumentRelation0380,"Armeno, Zorzi",Undefined,Person_515
doc_dragoman_venetian_archive_052,PersonDocumentRelation0381,"Armeno, Zorzi",Undefined,Person_515
doc_dragoman_venetian_archive_054,PersonDocumentRelation0382,"Ballarino, Giovanni Battista",Undefined,Person_520
doc_dragoman_venetian_archive_055,PersonDocumentRelation0383,"Balsarini, Carlo",Undefined,Person_020
doc_dragoman_venetian_archive_056,PersonDocumentRelation0384,"Balsarini, Carlo",Undefined,Person_020
doc_dragoman_venetian_archive_058,PersonDocumentRelation0385,"Balsarini, Giacomo",Undefined,Person_022
doc_dragoman_venetian_archive_063,PersonDocumentRelation0386,"Bon, Andrea",Undefined,Person_037
doc_dragoman_venetian_archive_064,PersonDocumentRelation0387,"Bon, Andrea",Undefined,Person_037
doc_dragoman_venetian_archive_065,PersonDocumentRelation0388,"Bon, Andrea",Undefined,Person_037
doc_dragoman_venetian_archive_066,PersonDocumentRelation0389,"Bon, Andrea",Undefined,Person_037
doc_dragoman_venetian_archive_067,PersonDocumentRelation0390,"Bon, Andrea",Undefined,Person_037
doc_dragoman_venetian_archive_068,PersonDocumentRelation0391,"Bon, Andrea",Undefined,Person_037
doc_dragoman_venetian_archive_069,PersonDocumentRelation0392,"Bon, Andrea",Undefined,Person_037
doc_dragoman_venetian_archive_070,PersonDocumentRelation0393,"Bon, Andrea",Undefined,Person_037
doc_dragoman_venetian_archive_071,PersonDocumentRelation0394,"Bon, Andrea",Undefined,Person_037
doc_dragoman_venetian_archive_072,PersonDocumentRelation0395,"Bon, Andrea",Undefined,Person_037
doc_dragoman_venetian_archive_073,PersonDocumentRelation0396,"Bon, Andrea",Undefined,Person_037
doc_dragoman_venetian_archive_074,PersonDocumentRelation0397,"Bon, Andrea",Undefined,Person_037
doc_dragoman_venetian_archive_075,PersonDocumentRelation0398,"Bon, Andrea",Undefined,Person_037
doc_dragoman_venetian_archive_078,PersonDocumentRelation0399,"Borisi, Francesco",Undefined,Person_047
doc_dragoman_venetian_archive_079,PersonDocumentRelation0400,"Borisi, Marc'antonio ",Undefined,Person_050
doc_dragoman_venetian_archive_080,PersonDocumentRelation0401,"Borisi, Marc'Antonio",Undefined,Person_050
doc_dragoman_venetian_archive_081,PersonDocumentRelation0402,"Borisi, Marc'antonio ",Undefined,Person_050
doc_dragoman_venetian_archive_082,PersonDocumentRelation0403,"Borisi, Marc'antonio ",Undefined,Person_050
doc_dragoman_venetian_archive_083,PersonDocumentRelation0404,"Borisi, Marc' Antonio",Undefined,Person_050
doc_dragoman_venetian_archive_084,PersonDocumentRelation0405,"Borisi, Marc'Antonio",Undefined,Person_050
doc_dragoman_venetian_archive_084,PersonDocumentRelation0406,"Nores, Giacomo de",Undefined,Person_273
doc_dragoman_venetian_archive_085,PersonDocumentRelation0407,"Borisi, Marc'antonio ",Undefined,Person_050
doc_dragoman_venetian_archive_086,PersonDocumentRelation0408,"Borisi, Marc'Antonio",Undefined,Person_050
doc_dragoman_venetian_archive_086,PersonDocumentRelation0409,"Pietro Alberti, Girolamo",Undefined,Person_537
doc_dragoman_venetian_archive_087,PersonDocumentRelation0410,"Borisi, Pietro",Undefined,Person_054
doc_dragoman_venetian_archive_088,PersonDocumentRelation0411,"Borisi, Pietro",Undefined,Person_054
doc_dragoman_venetian_archive_092,PersonDocumentRelation0412,"Britanico, Zuane",Undefined,Person_062
doc_dragoman_venetian_archive_093,PersonDocumentRelation0413,"Brutti, Christoforo (I)",Undefined,Person_071
doc_dragoman_venetian_archive_094,PersonDocumentRelation0414,"Brutti, Barnabà [Bernardo]",Undefined,Person_065
doc_dragoman_venetian_archive_095,PersonDocumentRelation0415,"Brutti, Barnabà [Bernardo]",Undefined,Person_065
doc_dragoman_venetian_archive_096,PersonDocumentRelation0416,"Brutti, Bartolomeo (I)",Undefined,Person_066
doc_dragoman_venetian_archive_097,PersonDocumentRelation0417,"Brutti, Barnabà [Bernardo]",Undefined,Person_065
doc_dragoman_venetian_archive_098,PersonDocumentRelation0418,"Brutti, Barnabà [Bernardo]",Undefined,Person_065
doc_dragoman_venetian_archive_099,PersonDocumentRelation0419,"Brutti, Bartolomeo (I)",Undefined,Person_066
doc_dragoman_venetian_archive_100,PersonDocumentRelation0420,"Brutti, Bartolomeo (III)",Undefined,Person_068
doc_dragoman_venetian_archive_101,PersonDocumentRelation0421,"Alessandri, Vicenzo",Mentioned,Person_480
doc_dragoman_venetian_archive_101,PersonDocumentRelation0422,"Brutti, Christoforo (I)",Undefined,Person_071
doc_dragoman_venetian_archive_102,PersonDocumentRelation0423,"Brutti, Christoforo (I)",Undefined,Person_071
doc_dragoman_venetian_archive_103,PersonDocumentRelation0424,"Brutti, Christoforo (I)",Undefined,Person_071
doc_dragoman_venetian_archive_104,PersonDocumentRelation0425,"Brutti, Christoforo (I)",Undefined,Person_071
doc_dragoman_venetian_archive_105,PersonDocumentRelation0426,"Brutti, Christoforo (I)",Undefined,Person_071
doc_dragoman_venetian_archive_106,PersonDocumentRelation0427,"Brutti, Christoforo (I)",Undefined,Person_071
doc_dragoman_venetian_archive_107,PersonDocumentRelation0428,"Brutti, Christoforo (I)",Undefined,Person_071
doc_dragoman_venetian_archive_108,PersonDocumentRelation0429,"Brutti, Christoforo (I)",Undefined,Person_071
doc_dragoman_venetian_archive_109,PersonDocumentRelation0430,"Brutti, Christoforo (I)",Undefined,Person_071
doc_dragoman_venetian_archive_110,PersonDocumentRelation0431,"Brutti, Christoforo (I)",Undefined,Person_071
doc_dragoman_venetian_archive_111,PersonDocumentRelation0432,"Brutti, Christoforo (I)",Undefined,Person_071
doc_dragoman_venetian_archive_112,PersonDocumentRelation0433,"Brutti, Christoforo (I)",Undefined,Person_071
doc_dragoman_venetian_archive_113,PersonDocumentRelation0434,"Armeno, Giovani Molino",Mentioned,Person_405
doc_dragoman_venetian_archive_113,PersonDocumentRelation0435,"Brutti, Christoforo (I)",Undefined,Person_071
doc_dragoman_venetian_archive_114,PersonDocumentRelation0436,"Brutti, Christoforo (I)",Undefined,Person_071
doc_dragoman_venetian_archive_115,PersonDocumentRelation0437,"Brutti, Christoforo (I)",Undefined,Person_071
doc_dragoman_venetian_archive_120,PersonDocumentRelation0438,"Fortis, Giacomo (I)",mentioned,Person_165
doc_dragoman_venetian_archive_120,PersonDocumentRelation0439,"Fortis, Pietro",Undefined,Person_166
doc_dragoman_venetian_archive_122,PersonDocumentRelation0440,"Cavazza, Gabriel",Undefined,Person_544
doc_dragoman_venetian_archive_123,PersonDocumentRelation0441,"Cavazza, Gabriel",Undefined,Person_544
doc_dragoman_venetian_archive_125,PersonDocumentRelation0442,"Civran, Girolamo",Undefined,Person_098
doc_dragoman_venetian_archive_126,PersonDocumentRelation0443,"Civran, Girolamo",Undefined,Person_098
doc_dragoman_venetian_archive_127,PersonDocumentRelation0444,"Civran, Girolamo",Undefined,Person_098
doc_dragoman_venetian_archive_128,PersonDocumentRelation0445,"Civran, Girolamo",Undefined,Person_098
doc_dragoman_venetian_archive_129,PersonDocumentRelation0446,"Civran, Girolamo",Undefined,Person_098
doc_dragoman_venetian_archive_130,PersonDocumentRelation0447,"Civran, Girolamo",Undefined,Person_098
doc_dragoman_venetian_archive_131,PersonDocumentRelation0448,"Civran, Girolamo",Undefined,Person_098
doc_dragoman_venetian_archive_132,PersonDocumentRelation0449,"Civran, Girolamo",Undefined,Person_098
doc_dragoman_venetian_archive_133,PersonDocumentRelation0450,"Civran, Girolamo",Undefined,Person_098
doc_dragoman_venetian_archive_134,PersonDocumentRelation0451,"Scaramelli, Francesco",mentioned,Person_320
doc_dragoman_venetian_archive_138,PersonDocumentRelation0452,"Corel, Giovanni Battista",Undefined,Person_549
doc_dragoman_venetian_archive_139,PersonDocumentRelation0453,Adamo da Corfù Vassilli dalla Parga,Undefined,Person_449
doc_dragoman_venetian_archive_149,PersonDocumentRelation0454,"Salvago, Gio: Battista",mentioned,Person_314
doc_dragoman_venetian_archive_154,PersonDocumentRelation0455,"Emanuel, Filippo",Undefined,Person_149
doc_dragoman_venetian_archive_155,PersonDocumentRelation0456,"Emanuel, Filippo",Undefined,Person_149
doc_dragoman_venetian_archive_156,PersonDocumentRelation0457,"Emanuel, Filippo",Undefined,Person_149
doc_dragoman_venetian_archive_158,PersonDocumentRelation0458,"Grillo, Ambrogio",mentioned,Person_194
doc_dragoman_venetian_archive_162,PersonDocumentRelation0459,"Fortis, Alvise",Undefined,Person_163
doc_dragoman_venetian_archive_163,PersonDocumentRelation0460,"Fortis, Giacomo (I)",Undefined,Person_165
doc_dragoman_venetian_archive_164,PersonDocumentRelation0461,"Fortis, Giacomo (I)",Undefined,Person_165
doc_dragoman_venetian_archive_165,PersonDocumentRelation0462,"Fortis, Giacomo (I)",Undefined,Person_165
doc_dragoman_venetian_archive_166,PersonDocumentRelation0463,"Fortis, Giacomo (I)",Undefined,Person_165
doc_dragoman_venetian_archive_166,PersonDocumentRelation0464,"Armeno, Antonio Bagos",Undefined,Person_483
doc_dragoman_venetian_archive_167,PersonDocumentRelation0465,"Fortis, Giacomo (I)",Undefined,Person_165
doc_dragoman_venetian_archive_168,PersonDocumentRelation0466,"Fortis, Pietro",Undefined,Person_166
doc_dragoman_venetian_archive_169,PersonDocumentRelation0467,"Fortis, Pietro",Undefined,Person_166
doc_dragoman_venetian_archive_170,PersonDocumentRelation0468,"Fortis, Pietro",Undefined,Person_166
doc_dragoman_venetian_archive_170,PersonDocumentRelation0469,"Scaramelli, Francesco",mentioned,Person_320
doc_dragoman_venetian_archive_171,PersonDocumentRelation0470,"Alessandri, Vicenzo",Mentioned,Person_480
doc_dragoman_venetian_archive_171,PersonDocumentRelation0471,"Fortis, Pietro",Undefined,Person_166
doc_dragoman_venetian_archive_172,PersonDocumentRelation0472,"Fortis, Pietro",Undefined,Person_166
doc_dragoman_venetian_archive_173,PersonDocumentRelation0473,"Fortis, Pietro",Undefined,Person_166
doc_dragoman_venetian_archive_174,PersonDocumentRelation0474,"Fortis, Pietro",Undefined,Person_166
doc_dragoman_venetian_archive_175,PersonDocumentRelation0475,"Fortis, Pietro",Undefined,Person_166
doc_dragoman_venetian_archive_175,PersonDocumentRelation0476,"Scaramelli, Francesco",mentioned,Person_320
doc_dragoman_venetian_archive_176,PersonDocumentRelation0477,"Fortis, Pietro",Undefined,Person_166
doc_dragoman_venetian_archive_177,PersonDocumentRelation0478,"Fortis, Pietro",Undefined,Person_066
doc_dragoman_venetian_archive_178,PersonDocumentRelation0479,"Fortis, Pietro",Undefined,Person_166
doc_dragoman_venetian_archive_179,PersonDocumentRelation0480,"Fortis, Pietro",Undefined,Person_166
doc_dragoman_venetian_archive_180,PersonDocumentRelation0481,"Fortis, Pietro",Undefined,Person_166
doc_dragoman_venetian_archive_180,PersonDocumentRelation0482,"Scaramelli, Francesco",mentioned,Person_320
doc_dragoman_venetian_archive_181,PersonDocumentRelation0483,"Fortis, Pietro",Undefined,Person_166
doc_dragoman_venetian_archive_182,PersonDocumentRelation0484,"Fortis, Pietro",Undefined,Person_166
doc_dragoman_venetian_archive_183,PersonDocumentRelation0485,"Fortis, Pietro",Undefined,Person_166
doc_dragoman_venetian_archive_184,PersonDocumentRelation0486,"Fortis, Pietro",Undefined,Person_166
doc_dragoman_venetian_archive_185,PersonDocumentRelation0487,"Fortis, Pietro",Undefined,Person_166
doc_dragoman_venetian_archive_186,PersonDocumentRelation0488,"Fortis, Pietro",Undefined,Person_166
doc_dragoman_venetian_archive_187,PersonDocumentRelation0489,"Fortis, Pietro",Undefined,Person_166
doc_dragoman_venetian_archive_188,PersonDocumentRelation0490,"Fortis, Pietro",Undefined,Person_166
doc_dragoman_venetian_archive_194,PersonDocumentRelation0491,"Scassi, Marco di",mentioned,Person_322
doc_dragoman_venetian_archive_199,PersonDocumentRelation0492,"Grillo, Ambrogio",Undefined,Person_194
doc_dragoman_venetian_archive_199,PersonDocumentRelation0493,"Scassi, Marco di",mentioned,Person_322
doc_dragoman_venetian_archive_200,PersonDocumentRelation0494,"Grillo, Ambrogio",Undefined,Person_194
doc_dragoman_venetian_archive_201,PersonDocumentRelation0495,"Grillo, Ambrogio",Undefined,Person_194
doc_dragoman_venetian_archive_202,PersonDocumentRelation0496,"Grillo, Ambrogio",Undefined,Person_194
doc_dragoman_venetian_archive_203,PersonDocumentRelation0497,"Grillo, Ambrogio",Undefined,Person_194
doc_dragoman_venetian_archive_204,PersonDocumentRelation0498,"Grillo, Ambrogio",Undefined,Person_194
doc_dragoman_venetian_archive_205,PersonDocumentRelation0499,"Grillo, Ambrogio",Undefined,Person_194
doc_dragoman_venetian_archive_206,PersonDocumentRelation0500,"Grillo, Ambrogio",Undefined,Person_194
doc_dragoman_venetian_archive_207,PersonDocumentRelation0501,"Grillo, Ambrogio",Undefined,Person_194
doc_dragoman_venetian_archive_208,PersonDocumentRelation0502,"Grillo, Ambrogio",Undefined,Person_194
doc_dragoman_venetian_archive_209,PersonDocumentRelation0503,"Grillo, Battistina",Undefined,Person_197
doc_dragoman_venetian_archive_211,PersonDocumentRelation0504,"Grillo, Giovanni Antonio",Undefined,Person_201
doc_dragoman_venetian_archive_213,PersonDocumentRelation0505,"Grillo, Ambrogio",Undefined,Person_194
doc_dragoman_venetian_archive_214,PersonDocumentRelation0506,"Borisi, Marc'antonio ",mentioned,Person_050
doc_dragoman_venetian_archive_214,PersonDocumentRelation0507,"Grillo, Giovanni Antonio",Undefined,Person_201
doc_dragoman_venetian_archive_216,PersonDocumentRelation0508,"Grillo, Ambrogio",Undefined,Person_194
doc_dragoman_venetian_archive_218,PersonDocumentRelation0509,"Grillo, Ambrogio",Undefined,Person_194
doc_dragoman_venetian_archive_219,PersonDocumentRelation0510,"Grillo, Ambrogio",Undefined,Person_194
doc_dragoman_venetian_archive_221,PersonDocumentRelation0511,"Grillo, Ambrogio",Undefined,Person_194
doc_dragoman_venetian_archive_224,PersonDocumentRelation0512,"Salvago, Gio: Battista",mentioned,Person_314
doc_dragoman_venetian_archive_268,PersonDocumentRelation0513,"Salvago, Gio: Battista",mentioned,Person_314
doc_dragoman_venetian_archive_282,PersonDocumentRelation0514,"Borisi, Marc' Antonio",mentioned,Person_050
doc_dragoman_venetian_archive_283,PersonDocumentRelation0515,"Borisi, Marc' Antonio",mentioned,Person_050
doc_dragoman_venetian_archive_288,PersonDocumentRelation0516,Mehmet Bei,Mentioned,Person_420
doc_dragoman_venetian_archive_315,PersonDocumentRelation0517,"Grillo, Ambrogio",mentioned,Person_194
doc_dragoman_venetian_archive_325,PersonDocumentRelation0518,"Armadani, Manoli",mentioned,Person_013
doc_dragoman_venetian_archive_327,PersonDocumentRelation0519,"Fortis, Alvise",mentioned,Person_163
doc_dragoman_venetian_archive_333,PersonDocumentRelation0520,"Salvago, Gianesin (I)",Undefined,Person_312
doc_dragoman_venetian_archive_334,PersonDocumentRelation0521,"Salvago, Giuliano",Undefined,Person_316
doc_dragoman_venetian_archive_335,PersonDocumentRelation0522,"Salvago, Gianesin (I)",Undefined,Person_312
doc_dragoman_venetian_archive_336,PersonDocumentRelation0523,"Salvago, Gianesin (I)",Undefined,Person_312
doc_dragoman_venetian_archive_337,PersonDocumentRelation0524,"Salvago, Gianesin (I)",Undefined,Person_312
doc_dragoman_venetian_archive_338,PersonDocumentRelation0525,"Salvago, Giuliano",Undefined,Person_316
doc_dragoman_venetian_archive_339,PersonDocumentRelation0526,"Salvago, Gianesin (I)",Undefined,Person_312
doc_dragoman_venetian_archive_342,PersonDocumentRelation0527,"Salvago, Giovan",Undefined,Person_487
doc_dragoman_venetian_archive_343,PersonDocumentRelation0528,"Salvago, Gio: Battista",Undefined,Person_314
doc_dragoman_venetian_archive_344,PersonDocumentRelation0529,"Salvago, Gio: Battista",Undefined,Person_314
doc_dragoman_venetian_archive_345,PersonDocumentRelation0530,"Salvago, Gio: Battista",Undefined,Person_314
doc_dragoman_venetian_archive_346,PersonDocumentRelation0531,"Salvago, Gio: Battista",Undefined,Person_314
doc_dragoman_venetian_archive_347,PersonDocumentRelation0532,"Salvago, Gio: Battista",Undefined,Person_314
doc_dragoman_venetian_archive_348,PersonDocumentRelation0533,"Salvago, Gio: Battista",Undefined,Person_314
doc_dragoman_venetian_archive_349,PersonDocumentRelation0534,"Salvago, Gio: Battista",Undefined,Person_314
doc_dragoman_venetian_archive_350,PersonDocumentRelation0535,"Salvago, Gio: Battista",Undefined,Person_314
doc_dragoman_venetian_archive_351,PersonDocumentRelation0536,"Salvago, Gio: Battista",Undefined,Person_314
doc_dragoman_venetian_archive_352,PersonDocumentRelation0537,"Salvago, Gio: Battista",Undefined,Person_314
doc_dragoman_venetian_archive_353,PersonDocumentRelation0538,"Salvago, Gio: Battista",Undefined,Person_314
doc_dragoman_venetian_archive_356,PersonDocumentRelation0539,"Salvago, Gio: Battista",Undefined,Person_314
doc_dragoman_venetian_archive_357,PersonDocumentRelation0540,"Salvago, Gio: Battista",Undefined,Person_314
doc_dragoman_venetian_archive_358,PersonDocumentRelation0541,"Salvago, Gio: Battista",Undefined,Person_314
doc_dragoman_venetian_archive_359,PersonDocumentRelation0542,"Salvago, Gio: Battista",Undefined,Person_314
doc_dragoman_venetian_archive_365,PersonDocumentRelation0543,"Salvago, Zanesin",Undefined,Person_486
doc_dragoman_venetian_archive_366,PersonDocumentRelation0544,"Salvago, Zanesin",Undefined,Person_486
doc_dragoman_venetian_archive_367,PersonDocumentRelation0545,"Salvago, Zanesin",Undefined,Person_486
doc_dragoman_venetian_archive_368,PersonDocumentRelation0546,"Salvago, Zanesin",Undefined,Person_486
doc_dragoman_venetian_archive_369,PersonDocumentRelation0547,"Salvago, Zanesin",Undefined,Person_486
doc_dragoman_venetian_archive_370,PersonDocumentRelation0548,"Salvago, Zanesin",Undefined,Person_486
doc_dragoman_venetian_archive_379,PersonDocumentRelation0549,"Scaramelli, Francesco",Undefined,Person_320
doc_dragoman_venetian_archive_380,PersonDocumentRelation0550,"Scaramelli, Francesco",Undefined,Person_320
doc_dragoman_venetian_archive_381,PersonDocumentRelation0551,"Scaramelli, Francesco",Undefined,Person_320
doc_dragoman_venetian_archive_382,PersonDocumentRelation0552,"Scaramelli, Francesco",Undefined,Person_320
doc_dragoman_venetian_archive_383,PersonDocumentRelation0553,"Scaramelli, Francesco",Undefined,Person_320
doc_dragoman_venetian_archive_384,PersonDocumentRelation0554,"Scaramelli, Francesco",Undefined,Person_320
doc_dragoman_venetian_archive_386,PersonDocumentRelation0555,"Scassi, Marco di",Undefined,Person_322
doc_dragoman_venetian_archive_387,PersonDocumentRelation0556,"Scassi, Marco di",Undefined,Person_322
doc_dragoman_venetian_archive_388,PersonDocumentRelation0557,"Barbarigo, Nicolò",mentioned,Person_025
doc_dragoman_venetian_archive_388,PersonDocumentRelation0558,"Scassi, Marco di",Undefined,Person_322
doc_dragoman_venetian_archive_389,PersonDocumentRelation0559,"Scassi, Marco di",Undefined,Person_322
doc_dragoman_venetian_archive_390,PersonDocumentRelation0560,"Scassi, Marco di",Undefined,Person_322
doc_dragoman_venetian_archive_391,PersonDocumentRelation0561,"Grillo, Ambrogio",mentioned,Person_194
doc_dragoman_venetian_archive_391,PersonDocumentRelation0562,"Scassi, Marco di",Undefined,Person_322
doc_dragoman_venetian_archive_392,PersonDocumentRelation0563,"Scassi, Marco di",Undefined,Person_322
doc_dragoman_venetian_archive_398,PersonDocumentRelation0564,"Spinelli, Marchiò",Undefined,Person_329
doc_dragoman_venetian_archive_399,PersonDocumentRelation0565,"Spinelli, Marchiò",Undefined,Person_329
doc_dragoman_venetian_archive_400,PersonDocumentRelation0566,"Agudi, Hieronimo",Mentioned,Person_454
doc_dragoman_venetian_archive_400,PersonDocumentRelation0567,"Spinelli, Marchiò",Undefined,Person_329
doc_dragoman_venetian_archive_410,PersonDocumentRelation0568,"Grillo, Ambrogio",mentioned,Person_194
doc_dragoman_venetian_archive_414,PersonDocumentRelation0569,Bostangi Bassi,Mentioned,Person_421
doc_dragoman_venetian_archive_418,PersonDocumentRelation0570,"Grillo, Ambrogio",mentioned,Person_194
doc_dragoman_venetian_archive_424,PersonDocumentRelation0571,"Grillo, Ambrogio",mentioned,Person_194
doc_dragoman_venetian_archive_435,PersonDocumentRelation0572,"Allesandri, Angelo",mentioned,Person_501
doc_italian_001,PersonDocumentRelation0573,Bassà della Bossina,Recipient,Person_525
doc_italian_001,PersonDocumentRelation0574,"Borisi, Marc'antonio",translator,Person_050
doc_italian_002,PersonDocumentRelation0575,Bassà della Bossina,Recipient,Person_525
doc_italian_002,PersonDocumentRelation0576,"Borisi, Marc'antonio",translator,Person_050
doc_italian_003,PersonDocumentRelation0577,Bassà della Bossina,Recipient,Person_525
doc_italian_003,PersonDocumentRelation0578,"Borisi, Marc'antonio",translator,Person_050
doc_italian_004,PersonDocumentRelation0579,"Borisi, Marc'antonio",translator,Person_050
doc_italian_006,PersonDocumentRelation0580,"Borisi, Marc'antonio",translator,Person_050
doc_italian_007,PersonDocumentRelation0581,Beglierbei di Aleppo,Recipient,Person_530
doc_italian_007,PersonDocumentRelation0582,Cadi di Aleppo,Recipient,Person_539
doc_italian_008,PersonDocumentRelation0583,"Borisi, Marc'antonio",translator,Person_050
doc_italian_009,PersonDocumentRelation0584,"Salvago, Giovan",translator,Person_487
doc_italian_011,PersonDocumentRelation0585,"Borisi, Marc'antonio",translator,Person_050
doc_italian_012,PersonDocumentRelation0586,"Borisi, Marc'antonio",translator,Person_050
doc_italian_013,PersonDocumentRelation0587,Cadi di Tripoli,Recipient,Person_540
doc_italian_014,PersonDocumentRelation0588,Beglierbei di Aleppo,Recipient,Person_530
doc_italian_014,PersonDocumentRelation0589,Cadi di Aleppo,Recipient,Person_539
